# export INSTRCTU=0.848  # (To bypass calibration)
       0.000011	       0.000013	              0	              0	              0	            150
       0.000004	       0.000005	              0	              0	              0	            350
       0.000004	       0.000005	              0	              0	              0	            550
       0.000004	       0.000005	              0	              0	              0	            750
       0.000004	       0.000005	              0	              0	              0	            950
       0.000004	       0.000005	              0	              0	              0	           1150
       0.000004	       0.000005	              0	              0	              0	           1350
       0.000003	       0.000004	              0	              0	              0	           1550
       0.000003	       0.000004	              0	              0	              0	           1750
       0.000005	       0.000006	              0	              0	              0	           1950
       0.000004	       0.000005	              0	              0	              0	           2150
       0.000004	       0.000005	              0	              0	              0	           2350
       0.000004	       0.000005	              0	              0	              0	           2550
       0.000004	       0.000005	              0	              0	              0	           2750
       0.000004	       0.000005	              0	              0	              0	           2950
       0.000004	       0.000005	              0	              0	              0	           3150
       0.000005	       0.000006	              0	              0	              0	           3350
       0.000004	       0.000005	              0	              0	              0	           3550
       0.000006	       0.000007	              0	              0	              0	           3750
       0.000005	       0.000006	              0	              0	              0	           3950
       0.000006	       0.000007	              0	              0	              0	           4150
       0.000005	       0.000006	              0	              0	              0	           4350
       0.000005	       0.000006	              0	              0	              0	           4550
       0.000005	       0.000006	              0	              0	              0	           4750
       0.000005	       0.000006	              0	              0	              0	           4950
       0.000005	       0.000006	              0	              0	              0	           5150
       0.000006	       0.000007	              0	              0	              0	           5350
       0.000006	       0.000007	              0	              0	              0	           5550
       0.000006	       0.000007	              0	              0	              0	           5750
       0.000005	       0.000006	              0	              0	              0	           5950
       0.000005	       0.000006	              0	              0	              0	           6150
       0.000005	       0.000006	              0	              0	              0	           6350
       0.000005	       0.000006	              0	              0	              0	           6550
       0.000005	       0.000006	              0	              0	              0	           6750
       0.000006	       0.000007	              0	              0	              0	           6950
       0.000005	       0.000006	              0	              0	              0	           7150
       0.000006	       0.000007	              0	              0	              0	           7350
       0.000006	       0.000007	              0	              0	              0	           7550
       0.000012	       0.000014	              0	              0	              0	           7750
       0.000006	       0.000007	              0	              0	              0	           7950
       0.000006	       0.000007	              0	              0	              0	           8150
       0.000006	       0.000007	              0	              0	              0	           8350
       0.000007	       0.000008	              0	              0	              0	           8550
       0.000007	       0.000008	              0	              0	              0	           8750
       0.000006	       0.000007	              0	              0	              0	           8950
       0.000006	       0.000007	              0	              0	              0	           9150
       0.000008	       0.000009	              0	              0	              0	           9350
       0.000006	       0.000007	              0	              0	              0	           9550
       0.000009	       0.000011	              0	              0	              0	           9750
       0.000007	       0.000008	              0	              0	              0	           9950
       0.000006	       0.000007	              0	              0	              0	          10150
       0.000006	       0.000007	              0	              0	              0	          10350
       0.000007	       0.000008	              0	              0	              0	          10550
       0.000006	       0.000007	              0	              0	              0	          10750
       0.000006	       0.000007	              0	              0	              0	          10950
       0.000007	       0.000008	              0	              0	              0	          11150
       0.000008	       0.000009	              0	              0	              0	          11350
       0.000007	       0.000008	              0	              0	              0	          11550
       0.000008	       0.000009	              0	              0	              0	          11750
       0.000007	       0.000008	              0	              0	              0	          11950
       0.000007	       0.000008	              0	              0	              0	          12150
       0.000007	       0.000008	              0	              0	              0	          12350
       0.000009	       0.000011	              0	              0	              0	          12550
       0.000007	       0.000008	              0	              0	              0	          12750
       0.000005	       0.000006	              0	              0	              0	          12950
       0.000005	       0.000006	              0	              0	              0	          13150
       0.000006	       0.000007	              0	              0	              0	          13350
       0.000006	       0.000007	              0	              0	              0	          13550
       0.000006	       0.000007	              0	              0	              0	          13750
